tokenId,owner,yETHBalance,yETHxBalance
176,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
177,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
178,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
179,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
180,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
181,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
182,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
183,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
184,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
185,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
186,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
187,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
188,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
189,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
190,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
191,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
192,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
193,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
194,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
195,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
196,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
197,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
198,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
199,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
200,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
201,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
202,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
203,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
204,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
205,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
206,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
207,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
208,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
209,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
210,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
211,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
212,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
213,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
214,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
215,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
216,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
217,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
218,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
219,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
220,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
221,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
222,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
223,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
224,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
225,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
226,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
227,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
228,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
229,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
230,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
231,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
232,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
233,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
234,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
235,0xAdE9e51C9E23d64E538A7A38656B78aB6Bcc349e,0,0
236,0x1AFa31717e3729E86535140C45C638E2ff7c2AF0,0,0
237,0x14e6b828AdB52153E5BF7C740A1a7312ef4B8711,0,0
238,0xAAc0aa431c237C2C0B5f041c8e59B3f1a43aC78F,0,0
239,0xAB51Bc7aa8636328E91bCC1B6bf701998fD3C581,0,0
240,0x3B27944505847cb14f3F2983638d082c8D9526d0,0,0.096960578557668029
241,0x9B87E1Fd164E70E6FA8c7fbEE5943C2532f7834B,0,0
242,0xAE63C95F7B569f58d676cd34d3D186b01eFE0Ac0,0.125081817004261825,0
243,0x2f18645dB6eB4D75371097eD56613DAB52e33759,0,0
244,0xc0F6bd9F0BE7E08b51f65B82fC95A19Df826F0fE,0,0
245,0x2218789BAFF037cb8D8A04E20c8C686D93250192,0,0
246,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
247,0xF9809ce9761FfABE887C4758E045a6a21e627dBc,0,0
248,0xA2451E7404B3e1811Dd06649DFd8f34D1C579Be0,0,0
249,0xf9E0F77Ee583bA9Ba04658381310C19C2a1B62b1,0,0.004839339109198062
250,0x889cE9c13dbD3C5DFBE6327432F5DD15bEDD206e,0,0.097033033354469094
251,0xbA3236c972F589118441c57c239C6AB73DA3a944,0,0
252,0x6260DC6bdCB72c7bCf3b31D51De7b7a1F585EcC4,0,0
253,0xE790e84EFe105a610Ec61D9d31edC07c2569F529,0,0
254,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
255,0xbD7D06Eaca983E6fd6C1a3700BAA78C3d4acf8da,0,0
256,0x5430cda23C13F9a104fBA9cE02b45B8684a9fA91,0,0
257,0xF33A8a6417218fb34a317B870440B0d5D5070062,0,0
258,0x33960796BAC9CDf2B766A5E93a789B7Bff07F67E,0,0
259,0x1DFd753D0b19b3F0c36A2a80808Cfb98affFa290,0,0
260,0x7326d9e1e07991bF1e90C2455f496fAC3234De0C,0,0
261,0x8e0b21D5647ad4eEeDe0510fFf1829161Bb167C3,0,0
262,0xe4f14C5d5Ede901243d6e8b3C0647Ac42c3319F1,0,0
263,0x8AB38A0B4410a1cbb1Aa6828Eb948F4942F21Fb9,0,0
264,0xAf9EB4f8F69C41cc260Dcaec145be88FB6b05C49,0,0
265,0xe7Cdd6583b674AF8d10b89899b134C41846dA0bf,0,0
266,0x0A4fC1B3308e763A6A322f38138748a781D5B576,0,0
267,0x7b73cd1e51cea643BC201c0c3599B596Fc8cc736,0,0
268,0xb62539ed64c28200430888450730CE93D6D5BCe8,0,0
269,0xC1BD21eCd832ef3c3b1a393a0D66dD2B92c0a944,0,0
270,0x6c459efC19c53F9dA79438BF788F6496Bdfc0868,0,0
271,0x73C59bB67775520E2783258cED7C50E4890b1E91,0,0
272,0x4CC25E0366c564847546f2feda3D7f0D9155B9ac,0,0
273,0xe90b76EB5a320628df1d9E5103c5421d31BB7743,0,0
274,0xA0AA45c41dd92A3AE0FCA91F3af3C14A8d9343bD,0,0
275,0xE2CDf066eEe46b2C424Dd1894b8aE33f153F533C,0,0
276,0xF4880975728EE25A96C701c225c9EF58Eebe5a5b,0,0
277,0x14b1b3fF91525Dd00E8fb8Ce000097ce7d1Cb251,0,0
278,0x51b0B7aB0aF8BA0E689299F00a733dE2F7080569,0,0
279,0x3A28AFB20EbB049541d553075a3ac54E18034aba,0,0
280,0xCA0073964efe7f9422CeB16901018b1DB0cC4785,0,2.297212836075076609
281,0xf9E0F77Ee583bA9Ba04658381310C19C2a1B62b1,0,0.004839339109198062
282,0xb3004F7d51bDc415dfA9A0BE791AB2bbcdF02621,0,0
283,0x889cE9c13dbD3C5DFBE6327432F5DD15bEDD206e,0,0.097033033354469094
284,0x0A4fC1B3308e763A6A322f38138748a781D5B576,0,0
285,0xE08Da0d972B74581EC77a3C988E47d6E56bfBB7d,0,0
286,0x7338afb07db145220849B04A45243956f20B14d9,0,0
287,0x41b289C60F14230944e3f88Dc11d7E127F7Fba40,0,0
288,0xd334533980C201c1b93e39bBE6bD1E04be5C0f5D,0.019347237496605683,0
289,0x19AaB2a57E925d6fA11ef73E17F4a10C69d85221,0,0
290,0x73Eb240a06f0e0747C698A219462059be6AacCc8,0,0
291,0xBa305585E47fC8778592e12bcC5dEC8ab0E1673D,0,0
292,0x14b1b3fF91525Dd00E8fb8Ce000097ce7d1Cb251,0,0
293,0xd87EcC6C74F486B044824a222326A96F696fCfA2,0,0
294,0x8f5e97E1E3d47A2f223a67e06de21F067B7779Db,0,0
295,0x873525B1B479431Bd713D59897218bfDC341c0Cf,0,0
296,0x037dFD569DeFBC08aE28001159b4c49f6d006cfF,0,0
297,0x24561DA338B34f2c5Ef49c4F0f0A98c66BB60460,0,5.648850518986702872
298,0x3d5AD53df00967702B4f5135f360c1c3DB433579,0,0
299,0x2CF70d98851fF4681d3CDe774191452ccC00029E,0,0
300,0x084cAF1bF60E49AeC07ec4148a3F1F0f57fD11eB,0,0
301,0xAdE9e51C9E23d64E538A7A38656B78aB6Bcc349e,0,0
302,0x201C59f0E15cCc48caB012525F16bE7A91A91b53,0,0
303,0x873525B1B479431Bd713D59897218bfDC341c0Cf,0,0
304,0x6ADCF08deaAf5913079707f923279ef4c6D5225e,0,0
305,0x4CC25E0366c564847546f2feda3D7f0D9155B9ac,0,0
306,0xC8076F60cbDd2EE93D54FCc0ced88095A72f4a2f,0,0
307,0x5D97f3a8Bb293f9561892091779ed6af0DF209c1,0,0
308,0x7c46713490E379f515A182d8a5a36deC9d99Be6A,0,0
309,0xd0A9c2A0fD3930E7972F2bdeA8dB1649aE167170,0,0
310,0x25C07436258De2e4aaa36aE33F5A410bBf1fC5d6,0,0
311,0xe6feBbF4f01AC76972BB942c851378dd013b6c5C,0,0
312,0xFFcFA5F7b994AEB4c6931e0A6Cd95d8984e038CE,5.035145325474339023,0
313,0xF9809ce9761FfABE887C4758E045a6a21e627dBc,0,0
314,0x94f9Aa3Da56c11466026D97BCbB5E9bC99D9609B,0,0
315,0x4a3891b38d78Dfa5f2fD0732aD22768886f43739,0,0
316,0x18709337A2C6a460550B4B1b98BcaEd8ea368842,0,0
317,0xCfc34220DAbd0afA999Db309d9789A463E344380,0,0
318,0xbf83Ce96835bb66eb074ad0Ec470DAD133448581,0,0.019392106487643384
319,0x9CE6E6B60C894d1DF9BC3D9D6cC969b79FB176B7,0,0
320,0xc42F0288C3FC3f74a19e6b4b73B420d7564C7d30,0,0
321,0xE4f8288e2e7EAee5AC51dc8A8270715156544246,0,0
322,0xfCC06F7F02f6ab02051F259Db4f82F20d8d02112,0,0
323,0xAdE9e51C9E23d64E538A7A38656B78aB6Bcc349e,0,0
324,0xF9809ce9761FfABE887C4758E045a6a21e627dBc,0,0
325,0x889cE9c13dbD3C5DFBE6327432F5DD15bEDD206e,0,0.097033033354469094
326,0x2d51FE498918e0aFf4315c7B8E7a9330C10298AD,0,0
327,0x889cE9c13dbD3C5DFBE6327432F5DD15bEDD206e,0,0.097033033354469094
328,0x30Cc4B46b714Ea05bE154E7D5e8C4fC3Bdb9E66A,0,0
329,0x32a59b87352e980dD6aB1bAF462696D28e63525D,0,0.50329126735659852
330,0x6b9E4F287d44cEa39Cd8CcEDAA42488617AA21A7,0,0
331,0xF9809ce9761FfABE887C4758E045a6a21e627dBc,0,0
332,0x500B404749C6BEA7a95fCfeb679EeaDB713aE8fA,0,0
333,0xe9cc16B79E7EA3Cbc8124aFB7b547826Bc3dca28,0,0
334,0x9f63D8C42CD762C36BB3a63a13fdC3b7EEefa853,0,0
335,0xac844ADA82F3d0241533d827ebF84deb89617792,0,0
336,0x90f68fF1c0c98e50BAf4b494dF90D05A580618e0,0,0
337,0x8CE17FF2c7376e9aDfe9C63C47a801097fA6C525,0,0
338,0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,5.916449172169117123,0
339,0x2426A88410cc00428aa03439d262360ee7263645,0,0
340,0xAeF6ea60f6443BAD046E825C1d2b0C0B5eBC1f16,0,0
341,0x889CdBfeB333dAf9C2DEBaFE2Fb5E7DF92E16dD6,0,0
342,0xc42cEb990DeB305520C4527F2a841506095A55D6,0,0
343,0x36bFF079a4532C2F818a65c6ad208cEA587417e7,0,0
344,0x7c46713490E379f515A182d8a5a36deC9d99Be6A,0,0
345,0x71a15Ac12ee91BF7c83D08506f3a3588143898B5,0,0
346,0xe6882e6093a69c47FC21426c2DFdB4A08eB2dEC8,0,0
347,0x23cFD4Fec0B37B86Fc7dc48bC644d5c6d94ac0dF,0,0
348,0xDEf32c6A0DF5094b8b9622FF5AB9299148C947a8,0,0
349,0xCF15F2551A924c922115Bf015fd8C074Aea15683,0.010008864167056972,0
350,0xc219CafDE6855f60dA76d9cacC3873fda65516E6,0,0
351,0xea7c60bA79508855DC3C869DAE5b407e6F9fc307,0,0
352,0xF8602B1B931A6D4B50EA1fDae0e4B26FE653f933,0,0
353,0x0c8BA6507D2097A370Ede7Ef94E01D60f6fc47cc,0,0
354,0x3065a7F606523ab71bA702A732f6dE8bC96B3B7C,0,0
355,0x6260DC6bdCB72c7bCf3b31D51De7b7a1F585EcC4,0,0
356,0x040044941f40bC7AE36edCBbe5ACFCb9f97Cdd1e,0,0
357,0x48C26fADfeFbE063b1773aF4732565bcB55Adc64,0,0
358,0x21b52546D6b2451e461d81B7A3C89DDF4D65cD2e,0,0
359,0xBb15bA61C09192100a269F1C65CebF6Edc1492D1,0,0
360,0x4CC25E0366c564847546f2feda3D7f0D9155B9ac,0,0
361,0x5660C85c9F83f51686AE2F96b0520685CDd72AA6,0,0
362,0xfC93d167C5CA38A0b76134a7d0afD9488abE2505,0,0
363,0x34606E4d14bfdA85C5f8314931C833755fb964DF,0,0
364,0xb888f9f40F6007C06681306bba976F5e25691E1b,0,0
365,0x74F5234F3b9254AaD76C867b50C412E2680acb6f,0,0
366,0x5dcD83Cf2dd90A4C7E1C189e74EC7DC072ad78E1,0,0
367,0xEee7D012C1829ce8f9553b3B3B9500682671197a,0,0
368,0xA6Cf0Fe54a23054eBD8048C3b2A117B1e774363c,0,0
369,0x2C0cb66e9148dA9f045A74703e82b4B67B2CE220,0,0
370,0x69d08A457b0ff73291e0cb741cb863825561F616,0,0.096843788627399573
371,0xCC8Ff1cbbc0E4F8bE5475Ca803E825401d5Cb615,0,0
372,0x5D9a71CD22694cf420726EC4c96262f8Fa1Ec64a,0,0
373,0x45F00a71aD07F32a785cca0c0C11486063Ea874d,0,0
374,0x0b304924fAa64b0f040dcA67bC5175Dd6078db52,0,0
375,0xA6Cf0Fe54a23054eBD8048C3b2A117B1e774363c,0,0
376,0xF67584e180D8004Ae4AADEc826363Af940A9696e,0,0
377,0xe4BF6E1967D7bc0Bd5E2C767c3A2CCAdf23446df,0,0
378,0x794a15F93CEd01F1B0bE5b184344F0B811851BC0,0,0
379,0xa0a06c7118cBa5FBe03f1c8b4f8b635C96733796,0,0
380,0x893F6596613c72D1C5179B6112b7d0103e538b6a,0,0
381,0xF9809ce9761FfABE887C4758E045a6a21e627dBc,0,0
382,0xb888f9f40F6007C06681306bba976F5e25691E1b,0,0
383,0xc044282f35f0aaed53C530ee226698ae9CC0AB51,0,0
